"date","btc","nasdaq","btc_vol","fed_rate"
2018-08-31,7037.580078125,8109.5400390625,0.535992328636774,1.91
2018-09-30,6625.56005859375,8046.35009765625,0.446556879553821,1.95
2018-10-31,6317.60986328125,7305.89990234375,0.276226244417438,2.19
2018-11-30,4017.2685546875,7330.5400390625,0.944418843295443,2.2
2018-12-31,3742.70043945312,6635.27978515625,0.843825878142199,2.27
2019-01-31,3457.79272460938,7281.740234375,0.495602216142439,2.4
2019-02-28,3854.78540039062,7532.52978515625,0.497729290118951,2.4
2019-03-31,4105.404296875,7729.31982421875,0.223727558451814,2.41
2019-04-30,5350.7265625,8095.39013671875,0.664666193942169,2.42
2019-05-31,8574.501953125,7453.14990234375,0.877486271187212,2.39
2019-06-30,10817.1552734375,8006.240234375,1.03426170389927,2.38
2019-07-31,10085.6279296875,8175.419921875,1.01535663138087,2.4
2019-08-31,9630.6640625,7962.8798828125,0.633469548387922,2.13
2019-09-30,8293.8681640625,7999.33984375,0.561603899383634,2.04
2019-10-31,9199.5849609375,8292.3603515625,0.711194593101204,1.83
2019-11-30,7569.6298828125,8665.4697265625,0.474216667173941,1.55
2019-12-31,7193.59912109375,8972.599609375,0.461544713252402,1.55
2020-01-31,9350.529296875,9150.9404296875,0.537041444186048,1.55
2020-02-29,8599.5087890625,8567.3701171875,0.485237584000097,1.58
2020-03-31,6438.64453125,7700.10009765625,1.96488070863663,0.65
2020-04-30,8658.5537109375,8889.5498046875,0.666886971083638,0.05
2020-05-31,9461.05859375,9489.8701171875,0.649621485857342,0.05
2020-06-30,9137.9931640625,10058.76953125,0.464074082459236,0.08
2020-07-31,11323.466796875,10745.26953125,0.418442893747467,0.09
2020-08-31,11680.8203125,11775.4599609375,0.422602304381745,0.1
2020-09-30,10784.4912109375,11167.509765625,0.557257881698033,0.09
2020-10-31,13780.9951171875,10911.58984375,0.354199874437706,0.09
2020-11-30,19625.8359375,12198.740234375,0.690818424760079,0.09
2020-12-31,29001.720703125,12888.2802734375,0.612589316376835,0.09
2021-01-31,33114.359375,13070.6904296875,1.08217584592679,0.09
2021-02-28,45137.76953125,13192.349609375,0.958931825589298,0.08
2021-03-31,58918.83203125,13246.8701171875,0.623820834884024,0.07
2021-04-30,57750.17578125,13962.6796875,0.681078352669255,0.07
2021-05-31,37332.85546875,13748.740234375,1.14526023803562,0.06
2021-06-30,35040.8359375,14503.9501953125,0.98388178385328,0.08
2021-07-31,41626.1953125,14672.6796875,0.573271682517541,0.1
2021-08-31,47166.6875,15259.240234375,0.613566874172612,0.09
2021-09-30,43790.89453125,14448.580078125,0.770441030979808,0.08
2021-10-31,61318.95703125,15498.3896484375,0.600155155055138,0.08
2021-11-30,57005.42578125,15537.6904296875,0.585668417435304,0.08
2021-12-31,46306.4453125,15644.9697265625,0.642755542488527,0.08
2022-01-31,38483.125,14239.8798828125,0.534477595101875,0.08
2022-02-28,43193.234375,13751.400390625,0.809197821067778,0.08
2022-03-31,45538.67578125,14220.51953125,0.627664219183655,0.2
2022-04-30,37714.875,12334.6396484375,0.489549565474803,0.33
2022-05-31,31792.310546875,12081.3896484375,0.809131403767769,0.77
2022-06-30,19784.7265625,11028.740234375,0.903475472188684,1.21
2022-07-31,23336.896484375,12390.6904296875,0.6211194775996,1.68
2022-08-31,20049.763671875,11816.2001953125,0.53726379543491,2.33
2022-09-30,19431.7890625,10575.6201171875,0.627074362040099,2.56
2022-10-31,20495.7734375,10988.150390625,0.319988924418283,3.08
2022-11-30,17168.56640625,11468,0.833386209279585,3.78
2022-12-31,16547.49609375,10466.48046875,0.28234284624908,4.1
2023-01-31,23139.283203125,11584.5498046875,0.444496344195497,4.33
2023-02-28,23147.353515625,11455.5400390625,0.49622580348574,4.57
2023-03-31,28478.484375,12221.91015625,0.688169469875445,4.65
2023-04-30,29268.806640625,12226.580078125,0.391262582954292,4.83
2023-05-31,27219.658203125,12935.2900390625,0.318370368468545,5.06
2023-06-30,30477.251953125,13787.919921875,0.474917664504618,5.08
2023-07-31,29230.111328125,14346.01953125,0.254073224433052,5.12
2023-08-31,25931.47265625,14034.9697265625,0.411538643224117,5.33
2023-09-30,26967.916015625,13219.3203125,0.223300767422045,5.33
2023-10-31,34667.78125,12851.240234375,0.432814627796112,5.33
2023-11-30,37712.74609375,14226.2197265625,0.423105804125979,5.33
2023-12-31,42265.1875,15011.349609375,0.446342949229587,5.33
2024-01-31,42582.60546875,15164.009765625,0.53826517215807,5.33
2024-02-29,61198.3828125,16091.919921875,0.45876132365961,5.33
2024-03-31,71333.6484375,16379.4599609375,0.757530824770862,5.33
2024-04-30,60636.85546875,15657.8203125,0.538609470006689,5.33
2024-05-31,67491.4140625,16735.01953125,0.52406151647903,5.33
2024-06-30,62678.29296875,17732.599609375,0.328459270478134,5.33
2024-07-31,64619.25,17599.400390625,0.480123675472583,5.33
2024-08-31,58969.8984375,17713.619140625,0.703354473377593,5.33
2024-09-30,63329.5,18189.169921875,0.428868333910016,5.13
2024-10-31,70215.1875,18095.150390625,0.365588894757225,4.83
2024-11-30,96449.0546875,19218.169921875,0.60500673497082,4.64
2024-12-31,93429.203125,19310.7890625,0.454280746922405,4.48
2025-01-31,102405.0234375,19627.439453125,0.443117894949927,4.33
2025-02-28,84373.0078125,18847.279296875,0.384140700113899,4.33
2025-03-31,82548.9140625,17299.2890625,0.681945021764047,4.33
2025-04-30,94207.3125,17446.33984375,0.548961766967199,4.33
2025-05-31,104638.09375,19113.76953125,0.354941239036496,4.33
2025-06-30,107135.3359375,20369.73046875,0.317664666267065,4.33
2025-07-31,115758.203125,21122.44921875,0.261431131151566,4.33
2025-08-31,108236.7109375,21455.55078125,0.357929134082426,4.33
2025-09-30,114056.0859375,22660.009765625,0.244200102466771,4.22
2025-10-31,109556.1640625,23581.140625,0.415511183737008,4.09
